Mission 1 Level 1 - Unforseen Consequences
3338;2965;3338;1885;2209;2221;2209;2221;2209;2221;388;640;3338;476;2341;2089;482;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338
3338;3109;3338;1912;1885;1885;1885;1885;1885;1754;3337;3338;3338;484;2341;2089;480;469;481;481;481;481;473;505;517;517;517;517;517;577;3338;3338
3338;3109;3338;3338;3337;3338;3338;1802;3338;3338;3338;3338;3338;472;2341;2161;2137;2137;2137;2137;2137;2137;2137;781;793;793;793;805;793;853;1801;1801
3338;3313;3338;3337;3338;3338;3338;1802;3338;3229;3338;3338;3338;3338;2401;2377;2377;2377;2377;2377;2377;2377;2377;781;805;793;793;793;793;853;3338;3338
3338;3338;3337;3338;3338;3338;3338;1802;3338;3338;3338;3338;3338;3338;3338;475;483;483;483;483;483;483;471;781;793;793;793;793;805;853;1801;1801
1969;3337;3338;3338;3338;3338;3338;1802;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;1045;1057;1057;1057;1057;1057;1117;3338;1969
4;6;2;sanyi
4;16;13;fdgfdggfd
--
Mission 2 Level 2 - Half Freeman
3337;3337;3337;3337;3337;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338
3338;1273;1285;1285;1285;1297;3338;3338;3338;2521;2533;2533;2533;2533;2533;2533;2533;2533;2533;2533;2533;2533;2533;2533;2533;2533;2533;2533;2533;2533;2522;3338
3338;1453;1465;1465;1465;1477;481;481;481;2536;2809;2809;2809;2809;2809;2809;2809;2809;2809;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;2534;3338
3338;1453;1465;1465;1465;1477;3121;3121;3121;2498;2809;2809;2809;2809;2809;2809;2809;2809;2809;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;2534;3338
3338;1453;1465;1465;1465;1477;489;489;489;2536;2809;2809;2809;2809;2809;2809;2809;2809;2809;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;2534;3338
3338;1633;1645;1645;1645;1657;3338;3338;3338;2536;2809;2809;2809;2809;2809;2809;2809;2809;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;2534;3338
3338;3338;3338;3338;3338;3338;3338;3338;3338;2536;2533;2533;2533;2533;2809;2809;2809;2809;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;2534;3338
3338;3338;3338;3338;3338;3338;3338;3338;3338;2536;2809;2809;2809;2809;2809;2809;2809;2809;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;2534;3338
3338;3338;3338;3338;3338;3338;3338;3338;3338;2536;2809;2809;2809;2809;2809;2809;2809;2809;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;2534;3338
3338;3338;3338;3338;3338;3338;3338;3338;3338;2536;2809;2809;2809;2809;2809;2809;2809;2809;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;2534;3338
3338;3338;3338;3338;3338;3338;3338;3338;3338;2536;2809;2809;2809;2809;2809;2809;2809;2809;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;2534;3338
3338;3338;3338;3338;3338;3338;3338;3338;3338;2536;2809;2809;2809;2809;2809;2809;2809;2809;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;2534;3338
3338;3338;3338;3338;3338;3338;3338;3338;3338;2536;2809;2809;2809;2809;2809;2809;2809;2809;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;2534;3338
3338;3338;3338;3338;3338;3338;3338;3338;3338;2536;2809;2809;2809;2809;2809;2809;2809;2809;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;1549;2534;3338
3338;3338;3338;121;125;3338;3338;3338;3338;2524;2535;2535;2535;2535;2535;2535;2535;2535;2535;2535;2535;2535;2535;2535;2535;2535;2535;2535;2535;2535;2523;3338
3338;3338;3338;289;293;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338
3338;3338;3338;457;461;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338
3338;3338;3338;3337;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338
3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338
3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338
3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338
3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338
3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338
3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338;3338
--
